scene,method,tp,tn,fp,fn,accuracy,precision,recall,f1,dice,iou
scene2,high_percentile_94_largest_component,1401,121064,3521,1748,0.9587502152911519,0.28464039008533115,0.44490314385519214,0.3471688762235163,0.3471688762235163,0.21004497751124437
scene2,simple_threshold_128_largest_component,2047,105973,18612,1102,0.8456636447617706,0.09908514448908466,0.6500476341695777,0.1719590053763441,0.1719590053763441,0.09406736822756308
scene2,otsu_gaussian_largest_component,2051,35866,88719,1098,0.2968434402743201,0.02259557122397268,0.6513178786916481,0.043675933517179695,0.043675933517179695,0.022325510515086865
scene2,kmeans_intensity_k2_largest_component,2051,35866,88719,1098,0.2968434402743201,0.02259557122397268,0.6513178786916481,0.043675933517179695,0.043675933517179695,0.022325510515086865
