scene,method,tp,tn,fp,fn,accuracy,precision,recall,f1,dice,iou
scene3,tai_hsv_s20_v150_open,1009,164570,672,2670,0.9802156037437619,0.6002379535990482,0.27425930959499867,0.3764925373134329,0.3764925373134329,0.2319007124798897
