method,silhouette,davies_bouldin,calinski_harabasz,inertia
kmeans_rgb_full,0.5578044056892395,0.554303028296049,1592672.495014421,2626.2249145507812
kmeans_rgb_xy_full,0.3948841691017151,0.9879899562208596,232645.4419257667,26379.12939453125
kmedoids_pam_reduced_sample,0.39089202880859375,1.0251531228553856,821.809871041865,87.48753547668457
agnes_reduced_sample,0.3508094251155853,1.126252506019207,682.8338051548843,99.8922290802002
