scene,method,tp,tn,fp,fn,accuracy,precision,recall,f1,dice,iou
scene3,tai_hsv_s20_v150_open,1009,164570,672,2670,0.9802156037437619,0.6002379535990482,0.27425930959499867,0.3764925373134329,0.3764925373134329,0.2319007124798897
scene3,tai_hsv_s20_v140_open,1107,163512,1730,2572,0.9745324737599232,0.39020091646105043,0.3008969828757815,0.33977900552486184,0.33977900552486184,0.20465890183028287
scene3,dbscan_candidate_pixels,1251,160898,4344,2428,0.9599102539056719,0.22359249329758712,0.34003805381897256,0.2697864998921717,0.2697864998921717,0.15592671070671818
scene3,tai_hsv_recall_s25_v80_200_close,1431,147385,17857,2248,0.8809798663280468,0.07419120696806304,0.3889643924979614,0.12461357600034832,0.12461357600034832,0.06644687964338782
scene3,kmeans_road_features_k4,1339,138049,27193,2340,0.8251667939450986,0.046929763073040795,0.36395759717314485,0.08313930023904877,0.08313930023904877,0.04337263539777144
scene3,kmeans_road_features_k3,1342,133529,31713,2337,0.7984264833857246,0.04059900166389351,0.36477303615112805,0.07306582457668645,0.07306582457668645,0.037918173598553345
scene3,kmeans_road_features_k5,697,148663,16579,2982,0.884200306652222,0.04034498726557073,0.1894536558847513,0.06652350274397519,0.06652350274397519,0.03440616052917366
