scene,method,tp,tn,fp,fn,accuracy,precision,recall,f1,dice,iou
scene2,high_percentile_94_largest_component,1401,121064,3521,1748,0.9587502152911519,0.28464039008533115,0.44490314385519214,0.3471688762235163,0.3471688762235163,0.21004497751124437
