scene,method,tp,tn,fp,fn,accuracy,precision,recall,f1,dice,iou
scene4,kmeans_rgb_extra_xy_k5,29210,242449,3169,9738,0.9546432110652713,0.9021279224188518,0.7499743247406799,0.8190446815371459,0.8190446815371459,0.693544174561341
